date,pair,width,o1,o2,atm_strike,k1_strike,k2_strike,entry_bar,exit_bar,hold_bars,lot_size,entry_ce_k1,entry_ce_k2,entry_pe_k1,entry_pe_k2,exit_ce_k1,exit_ce_k2,exit_pe_k1,exit_pe_k2,entry_box,exit_box,entry_msp,exit_msp,gross_pnl,charges,net_pnl,exit_reason
20251216,"(-3,-2)  w=100",100,-3,-2,27600,27300,27400,2025-12-16 10:21:00+05:30,2025-12-16 11:01:00+05:30,40,65,396.6,347.25,127.5,156.0,396.6,337.2,125.35,163.9,77.85,97.95,-22.15,-2.05,1306.5,347.84,958.66,Revert
20251216,"(-3,-2)  w=100",100,-3,-2,27600,27300,27400,2025-12-16 13:47:00+05:30,2025-12-16 13:53:00+05:30,6,65,376.35,330.35,122.5,156.1,392.85,329.25,121.65,155.6,79.6,97.55,-20.4,-2.45,1166.75,342.66,824.09,Revert
20251217,"(-3,-2)  w=100",100,-3,-2,27500,27200,27300,2025-12-17 09:30:00+05:30,2025-12-17 10:09:00+05:30,39,65,403.35,353.0,115.7,144.15,360.0,296.7,131.9,170.0,78.8,101.4,-21.2,1.4,1469.0,342.13,1126.87,Revert
20251217,"(-3,-2)  w=100",100,-3,-2,27500,27200,27300,2025-12-17 11:16:00+05:30,2025-12-17 11:20:00+05:30,4,65,347.0,298.25,128.0,158.6,355.2,294.4,127.85,165.5,79.35,98.45,-20.65,-1.55,1241.5,334.25,907.25,Revert
20251219,"(-3,-2)  w=100",100,-3,-2,27500,27200,27300,2025-12-19 10:09:00+05:30,2025-12-19 10:16:00+05:30,7,65,336.8,290.15,97.6,126.55,351.8,284.0,97.6,130.65,75.6,100.85,-24.4,0.85,1641.25,322.24,1319.01,Revert
20251219,"(-3,-2)  w=100",100,-3,-2,27500,27200,27300,2025-12-19 11:02:00+05:30,2025-12-19 11:04:00+05:30,2,65,361.6,273.65,97.5,131.3,329.7,262.85,100.4,134.25,121.75,100.7,21.75,0.7,1368.25,320.19,1048.06,Revert
20251223,"(-3,-2)  w=100",100,-3,-2,27600,27300,27400,2025-12-23 10:47:00+05:30,2025-12-23 11:00:00+05:30,13,65,344.2,287.0,48.5,69.1,372.15,290.0,47.6,68.35,77.8,102.9,-22.2,2.9,1631.5,307.72,1323.78,Revert
20251224,"(-3,-2)  w=100",100,-3,-2,27700,27400,27500,2025-12-24 10:44:00+05:30,2025-12-24 10:54:00+05:30,10,65,372.6,265.05,21.55,35.8,349.0,263.6,22.0,36.05,121.8,99.45,21.8,-0.55,1452.75,295.15,1157.6,Revert
20251224,"(-3,-2)  w=100",100,-3,-2,27700,27400,27500,2025-12-24 11:42:00+05:30,2025-12-24 12:02:00+05:30,20,65,360.0,255.0,22.3,38.5,330.35,244.0,24.6,41.15,121.2,102.9,21.2,2.9,1189.5,291.12,898.38,Revert
20251226,"(-3,-2)  w=100",100,-3,-2,27600,27300,27400,2025-12-26 09:30:00+05:30,2025-12-26 09:38:00+05:30,8,65,360.4,191.75,19.35,36.8,247.75,170.0,23.7,44.35,186.1,98.4,86.1,-1.6,5700.5,277.34,5423.16,Revert
20251230,"(-3,-2)  w=100",100,-3,-2,27300,27000,27100,2025-12-30 09:38:00+05:30,2025-12-30 10:32:00+05:30,54,65,322.5,272.25,2.2,4.65,359.9,261.3,1.35,2.2,52.7,99.45,-47.3,-0.55,3038.75,285.58,2753.17,Revert
20251230,"(-3,-2)  w=100",100,-3,-2,27300,27000,27100,2025-12-30 10:53:00+05:30,2025-12-30 11:06:00+05:30,13,65,344.35,219.65,1.1,2.05,319.3,218.4,1.05,1.95,125.65,101.8,25.65,1.8,1550.25,275.35,1274.9,Revert
20251230,"(-3,-2)  w=100",100,-3,-2,27300,27000,27100,2025-12-30 11:58:00+05:30,2025-12-30 12:21:00+05:30,23,65,318.85,198.7,1.05,1.55,292.4,192.9,0.85,1.45,120.65,100.1,20.65,0.1,1335.75,267.47,1068.28,Revert
20251230,"(-3,-2)  w=100",100,-3,-2,27300,27000,27100,2025-12-30 13:35:00+05:30,2025-12-30 13:36:00+05:30,1,65,279.25,202.75,0.8,0.75,303.0,204.0,0.75,0.8,76.45,99.05,-23.55,-0.95,1469.0,266.37,1202.63,Revert
20251230,"(-3,-2)  w=100",100,-3,-2,27300,27000,27100,2025-12-30 13:44:00+05:30,2025-12-30 13:46:00+05:30,2,65,303.0,224.75,0.7,0.75,339.9,238.3,0.9,0.8,78.3,101.5,-21.7,1.5,1508.0,275.41,1232.59,Revert
20251230,"(-3,-2)  w=100",100,-3,-2,27300,27000,27100,2025-12-30 14:20:00+05:30,2025-12-30 14:32:00+05:30,12,65,334.25,254.65,0.5,0.6,334.25,233.3,0.3,0.45,79.7,101.1,-20.3,1.1,1391.0,279.12,1111.88,Revert
20251230,"(-3,-2)  w=100",100,-3,-2,27300,27000,27100,2025-12-30 14:46:00+05:30,2025-12-30 14:58:00+05:30,11,65,323.25,244.75,0.2,0.1,336.85,236.55,0.05,0.2,78.4,100.45,-21.6,0.45,1433.25,277.89,1155.36,Revert
20260101,"(-3,-2)  w=100",100,-3,-2,28200,27900,28000,2026-01-01 09:30:00+05:30,2026-01-01 09:31:00+05:30,1,60,248.85,207.75,393.25,430.2,248.85,202.3,370.1,422.45,78.05,98.9,-21.95,-1.1,1251.0,369.32,881.68,Revert
20260101,"(-3,-2)  w=100",100,-3,-2,28200,27900,28000,2026-01-01 10:53:00+05:30,2026-01-01 15:22:00+05:30,269,60,235.15,199.45,386.55,430.1,249.2,210.3,349.35,408.65,79.25,98.2,-20.75,-1.8,1137.0,365.32,771.68,Revert
20260102,"(-3,-2)  w=100",100,-3,-2,27900,27600,27700,2026-01-02 09:42:00+05:30,2026-01-02 09:45:00+05:30,3,60,485.0,445.85,164.1,195.3,524.25,455.05,163.0,191.3,70.35,97.5,-29.65,-2.5,1629.0,376.72,1252.28,Revert
20260102,"(-3,-2)  w=100",100,-3,-2,27900,27600,27700,2026-01-02 14:31:00+05:30,2026-01-02 14:49:00+05:30,18,60,531.6,481.5,152.8,179.0,526.0,459.95,153.5,184.55,76.3,97.1,-23.7,-2.9,1248.0,379.65,868.35,Revert
20260102,"(-3,-2)  w=100",100,-3,-2,27900,27600,27700,2026-01-02 15:00:00+05:30,2026-01-02 15:15:00+05:30,15,60,526.0,473.85,150.15,177.5,536.45,466.55,150.9,181.2,79.5,100.2,-20.5,0.2,1242.0,379.2,862.8,Revert
