date,opt_type,strike,entry_time,exit_time,opt_entry,opt_exit,lot_size,gross_pnl,charges,pnl,exit_reason,month
20260218,CE,25700,2026-02-18 11:35:00.343000+05:30,2026-02-18 11:39:03.319000+05:30,151.8,141.35,65,-679.25,69.3,-748.55,Flip,2026-02
20260220,CE,25450,2026-02-20 14:18:00.848000+05:30,2026-02-20 14:26:23.392000+05:30,253.1,238.55,65,-945.75,84.41,-1030.16,Flip,2026-02
20260220,PE,25450,2026-02-20 12:45:00.757000+05:30,2026-02-20 12:48:56.093000+05:30,69.7,65.85,65,-250.25,57.47,-307.72,Flip,2026-02
20260220,PE,25450,2026-02-20 15:06:01.248000+05:30,2026-02-20 15:22:20.576000+05:30,76.3,78.4,65,136.5,59.23,77.27,Flip,2026-02
20260223,CE,25650,2026-02-23 14:30:00.185000+05:30,2026-02-23 14:33:22.518000+05:30,102.65,108.15,65,357.5,63.71,293.79,Flip,2026-02
20260224,PE,25600,2026-02-24 12:00:00.657000+05:30,2026-02-24 12:05:45.727000+05:30,141.45,134.2,65,-471.25,68.1,-539.35,Flip,2026-02
20260225,CE,25550,2026-02-25 14:20:00.407000+05:30,2026-02-25 14:24:40.068000+05:30,127.1,119.7,65,-481.0,65.87,-546.87,Flip,2026-02
20260225,PE,25550,2026-02-25 11:24:00.683000+05:30,2026-02-25 11:45:08.438000+05:30,100.95,95.0,65,-386.75,62.02,-448.77,Flip,2026-02
20260226,CE,25550,2026-02-26 11:26:00.386000+05:30,2026-02-26 11:28:23.596000+05:30,141.3,133.7,65,-494.0,68.04,-562.04,Flip,2026-02
20260226,CE,25550,2026-02-26 14:37:00.948000+05:30,2026-02-26 14:52:09.366000+05:30,87.85,95.4,65,490.75,61.69,429.06,Flip,2026-02
20260226,PE,25550,2026-02-26 11:40:00.101000+05:30,2026-02-26 11:48:43.324000+05:30,134.85,149.05,65,923.0,69.77,853.23,Flip,2026-02
20260227,CE,25400,2026-02-27 13:56:00.787000+05:30,2026-02-27 14:02:40.583000+05:30,77.4,72.9,65,-292.5,58.57,-351.07,Flip,2026-02
20260227,PE,25400,2026-02-27 15:01:00.481000+05:30,2026-02-27 15:10:22.326000+05:30,194.95,234.45,65,2567.5,82.19,2485.31,Flip,2026-02
20260304,CE,24400,2026-03-04 13:01:00.747000+05:30,2026-03-04 13:29:58.692000+05:30,326.95,348.2,65,1381.25,100.27,1280.98,Flip,2026-03
20260304,PE,24400,2026-03-04 11:31:00.381000+05:30,2026-03-04 11:36:47.108000+05:30,318.1,308.9,65,-598.0,95.1,-693.1,Flip,2026-03
20260304,PE,24400,2026-03-04 15:10:00.322000+05:30,2026-03-04 15:25:59.837000+05:30,283.0,284.7,65,110.5,91.05,19.45,EOD,2026-03
20260305,CE,24600,2026-03-05 10:43:00.191000+05:30,2026-03-05 10:51:25.682000+05:30,255.9,251.9,65,-260.0,86.16,-346.16,Flip,2026-03
20260305,CE,24600,2026-03-05 12:22:00.680000+05:30,2026-03-05 12:35:11.951000+05:30,244.1,246.6,65,162.5,85.15,77.35,Flip,2026-03
